,Date,Open,High,Low,Close,Volume,ROE,PER,PBR
540,2016-03-15,302000,307000,301500,302000,168253,9.52,15.06,1.35
541,2016-03-16,302000,307000,302000,307000,172377,9.52,15.06,1.35
542,2016-03-17,310000,316500,310000,314000,271115,9.52,15.06,1.35
543,2016-03-18,315000,317500,308500,314000,210607,9.52,15.06,1.35
544,2016-03-21,318500,322000,311500,313500,244343,9.52,15.06,1.35
545,2016-03-22,314000,316500,311000,313500,120158,9.52,15.06,1.35
546,2016-03-23,314000,314500,308500,310000,130971,9.52,15.06,1.35
547,2016-03-24,311000,319500,310000,318500,212304,9.52,15.06,1.35
548,2016-03-25,318500,325000,316500,323000,170806,9.52,15.06,1.35
549,2016-03-28,323500,324000,317500,319500,110018,9.52,15.06,1.35
550,2016-03-29,321500,323500,318500,323500,127014,9.52,15.06,1.35
551,2016-03-30,325000,333000,324000,331000,306348,9.52,15.06,1.35
552,2016-03-31,333500,335500,325500,327500,235289,9.52,15.06,1.35
553,2016-04-01,325500,326000,315000,317500,266621,9.52,15.06,1.35
554,2016-04-04,319000,328500,318000,326500,169983,9.52,15.06,1.35
555,2016-04-05,323500,326000,314500,316000,229102,9.52,15.06,1.35
556,2016-04-06,315000,321500,312000,319500,163771,9.52,15.06,1.35
557,2016-04-07,322000,327000,320500,321000,146547,9.52,15.06,1.35
558,2016-04-08,316500,322000,315500,319500,126900,9.52,15.06,1.35
559,2016-04-11,321500,325500,319500,320000,100121,9.52,15.06,1.35
560,2016-04-12,320500,327000,319000,326500,133390,9.52,15.06,1.35
561,2016-04-14,337500,338500,331000,338500,332481,9.52,15.06,1.35
562,2016-04-15,338000,339500,332500,335000,166290,9.52,15.06,1.35
563,2016-04-18,332500,337000,329000,337000,154786,9.52,15.06,1.35
564,2016-04-19,339500,341000,324500,326500,277154,9.52,15.06,1.35
565,2016-04-20,328500,330000,321000,322000,189831,9.52,15.06,1.35
566,2016-04-21,325500,326500,310000,316000,578514,9.52,15.06,1.35
567,2016-04-22,313500,317500,307500,308000,490750,9.52,15.06,1.35
568,2016-04-25,311000,311000,308000,310000,234676,9.52,15.06,1.35
569,2016-04-26,310500,312500,302000,304500,256191,9.52,15.06,1.35
570,2016-04-27,305500,310000,305500,307000,133822,9.52,15.06,1.35
571,2016-04-28,310000,310000,301500,303000,207219,9.52,15.06,1.35
572,2016-04-29,303000,303500,295500,297000,234333,9.52,15.06,1.35
573,2016-05-02,295000,299000,294000,296000,109497,9.52,15.06,1.35
574,2016-05-03,298500,299000,292000,292000,169863,9.52,15.06,1.35
575,2016-05-04,290000,292500,286000,288500,271472,9.52,15.06,1.35
576,2016-05-09,286000,287500,277500,278000,381972,9.52,15.06,1.35
577,2016-05-10,276000,284000,276000,282000,247991,9.52,15.06,1.35
578,2016-05-11,285000,289000,283000,288000,207556,9.52,15.06,1.35
579,2016-05-12,285500,289000,283000,288000,121884,9.52,15.06,1.35
580,2016-05-13,290000,290000,280500,281500,161954,9.52,15.06,1.35
581,2016-05-16,280000,286000,278000,283500,124005,9.52,15.06,1.35
582,2016-05-17,286500,287000,282000,285500,97724,9.52,15.06,1.35
583,2016-05-18,281000,282500,269000,270500,593107,9.52,15.06,1.35
584,2016-05-19,270500,273500,270000,271000,183792,9.52,15.06,1.35
585,2016-05-20,272000,275000,270500,274500,170722,9.52,15.06,1.35
586,2016-05-23,276000,277000,273000,274000,117317,9.52,15.06,1.35
587,2016-05-24,274000,276500,270000,270000,134599,9.52,15.06,1.35
588,2016-05-25,274000,275000,271500,274000,142606,9.52,15.06,1.35
589,2016-05-26,275000,276000,272000,272500,165260,9.52,15.06,1.35
590,2016-05-27,272000,277500,272000,275000,265168,9.52,15.06,1.35
591,2016-05-30,276000,276000,268000,273000,237756,9.52,15.06,1.35
592,2016-05-31,272500,273000,269500,271000,265130,9.52,15.06,1.35
593,2016-06-01,270000,272500,269000,269500,220614,9.52,15.06,1.35
594,2016-06-02,271500,272000,268500,269000,200647,9.52,15.06,1.35
595,2016-06-03,270500,271500,262000,262500,350595,9.52,15.06,1.35
596,2016-06-07,265500,267000,264000,265500,282837,9.52,15.06,1.35
597,2016-06-08,266000,274500,266000,272000,259639,9.52,15.06,1.35
598,2016-06-09,274500,276500,271000,271000,297430,9.52,15.06,1.35
599,2016-06-10,270000,274000,269500,272500,124118,9.52,15.06,1.35
600,2016-06-13,270000,271500,267500,269000,130612,9.52,15.06,1.35
601,2016-06-14,270000,272500,263000,264000,197945,9.52,15.06,1.35
602,2016-06-15,263500,266000,262000,262000,148681,9.52,15.06,1.35
603,2016-06-16,261500,266500,257500,260000,202304,9.52,15.06,1.35
604,2016-06-17,262500,265000,258000,259000,180871,9.52,15.06,1.35
605,2016-06-20,263000,271000,262000,267000,230356,9.52,15.06,1.35
606,2016-06-21,255500,258500,252000,257500,470967,9.52,15.06,1.35
607,2016-06-22,258000,258500,253500,255500,313149,9.52,15.06,1.35
608,2016-06-23,257000,259000,252000,253000,250258,9.52,15.06,1.35
609,2016-06-24,256500,257000,238500,240000,602804,9.52,15.06,1.35
610,2016-06-27,231000,240500,230000,238500,418524,9.52,15.06,1.35
611,2016-06-28,235500,239500,234500,238500,368958,9.52,15.06,1.35
612,2016-06-29,245500,258000,245500,257000,488673,9.52,15.06,1.35
613,2016-06-30,263500,263500,255500,260000,432127,9.52,15.06,1.35
614,2016-07-01,259000,259500,256000,258000,152999,9.52,15.06,1.35
615,2016-07-04,258000,263500,256500,262500,172075,9.52,15.06,1.35
616,2016-07-05,262500,265000,261000,261500,158091,9.52,15.06,1.35
617,2016-07-06,259500,259500,247500,248500,429129,9.52,15.06,1.35
618,2016-07-07,250000,252500,248000,249500,253246,9.52,15.06,1.35
619,2016-07-08,250000,252000,245500,247500,147738,9.52,15.06,1.35
620,2016-07-11,245000,257000,245000,255000,289664,9.52,15.06,1.35
621,2016-07-12,253000,255000,248500,252000,164395,9.52,15.06,1.35
622,2016-07-13,256000,257000,251500,253500,157337,9.52,15.06,1.35
623,2016-07-14,252500,256000,251000,256000,164915,9.52,15.06,1.35
624,2016-07-15,259000,260000,255500,258000,205077,9.52,15.06,1.35
625,2016-07-18,260500,262500,256500,257500,144360,9.52,15.06,1.35
626,2016-07-19,260500,262000,257500,259000,144119,9.52,15.06,1.35
627,2016-07-20,259500,260500,255000,256000,130951,9.52,15.06,1.35
628,2016-07-21,256500,259000,248000,249000,330939,9.52,15.06,1.35
629,2016-07-22,250500,250500,238500,240500,657471,9.52,15.06,1.35
630,2016-07-25,241000,243500,240000,243000,224512,9.52,15.06,1.35
631,2016-07-26,242500,247000,242000,246500,210022,9.52,15.06,1.35
632,2016-07-27,248000,248500,245000,246500,148775,9.52,15.06,1.35
633,2016-07-28,246500,247500,241500,242500,172604,9.52,15.06,1.35
634,2016-07-29,242500,249500,242500,243500,248177,9.52,15.06,1.35
635,2016-08-01,244000,257000,244000,257000,362747,9.52,15.06,1.35
636,2016-08-02,255500,258500,250500,251000,221254,9.52,15.06,1.35
637,2016-08-03,249000,250500,246000,249500,128706,9.52,15.06,1.35
638,2016-08-04,252500,253500,249500,251000,163442,9.52,15.06,1.35
639,2016-08-05,252000,253000,246500,246500,178401,9.52,15.06,1.35
640,2016-08-08,247500,249000,246000,248000,150119,9.52,15.06,1.35
641,2016-08-09,248000,258000,246000,257500,287596,9.52,15.06,1.35
642,2016-08-10,260000,268500,259500,265500,542350,9.52,15.06,1.35
643,2016-08-11,266000,267000,260000,261500,194226,9.52,15.06,1.35
644,2016-08-12,265000,269000,264500,265000,220552,9.52,15.06,1.35
645,2016-08-16,265000,265500,260500,261500,199852,9.52,15.06,1.35
646,2016-08-17,262000,263500,258500,262500,120690,9.52,15.06,1.35
647,2016-08-18,263500,264500,258000,259000,152561,9.52,15.06,1.35
648,2016-08-19,260000,263000,258000,262000,199995,9.52,15.06,1.35
649,2016-08-22,269000,276000,267500,268500,449990,9.52,15.06,1.35
650,2016-08-23,270500,271500,263000,269000,268098,9.52,15.06,1.35
651,2016-08-24,269500,273000,267000,267000,190556,9.52,15.06,1.35
652,2016-08-25,265000,269500,261000,268000,165231,9.52,15.06,1.35
653,2016-08-26,268000,270500,267000,268500,122172,9.52,15.06,1.35
654,2016-08-29,265000,266000,262000,263500,206256,9.52,15.06,1.35
655,2016-08-30,265000,266500,263500,264000,102645,9.52,15.06,1.35
656,2016-08-31,264500,271000,263500,270500,247093,9.52,15.06,1.35
657,2016-09-01,271500,271500,267000,270000,149894,9.52,15.06,1.35
658,2016-09-02,267500,268500,262500,263000,241400,9.52,15.06,1.35
659,2016-09-05,265500,268000,265000,267000,131630,9.52,15.06,1.35
660,2016-09-06,261000,264500,250500,251500,773416,9.52,15.06,1.35
661,2016-09-07,252500,256000,249500,249500,505160,9.52,15.06,1.35
662,2016-09-08,252000,252500,247500,248000,266658,9.52,15.06,1.35
663,2016-09-09,248000,250000,247000,248500,159837,9.52,15.06,1.35
664,2016-09-12,245000,252500,244000,245500,244829,9.52,15.06,1.35
665,2016-09-13,248500,249500,237000,237500,589842,9.52,15.06,1.35
666,2016-09-19,234000,235000,227500,233000,696631,9.52,15.06,1.35
667,2016-09-20,233000,235000,230000,232500,408531,9.52,15.06,1.35
668,2016-09-21,233500,241000,232500,241000,376149,9.52,15.06,1.35
669,2016-09-22,244500,245000,238500,238500,272299,9.52,15.06,1.35
670,2016-09-23,240000,242000,238000,239000,238213,9.52,15.06,1.35
671,2016-09-26,242000,244000,241500,242500,227794,9.52,15.06,1.35
672,2016-09-27,242500,245000,242000,244000,238189,9.52,15.06,1.35
673,2016-09-28,246000,246000,242000,242000,185517,9.52,15.06,1.35
674,2016-09-29,245000,247500,243500,244000,253285,9.52,15.06,1.35
675,2016-09-30,242000,243000,239000,241500,242273,9.52,15.06,1.35
676,2016-10-04,243000,243000,237000,237500,252151,9.52,15.06,1.35
677,2016-10-05,237500,240000,237000,240000,172292,9.52,15.06,1.35
678,2016-10-06,238500,239500,233000,234000,430401,9.52,15.06,1.35
679,2016-10-07,235000,235500,232000,233500,262507,9.52,15.06,1.35
680,2016-10-10,234000,237000,231500,232500,257172,9.52,15.06,1.35
681,2016-10-11,235000,238000,232500,235000,302622,9.52,15.06,1.35
682,2016-10-12,233500,238500,233000,237000,248384,9.52,15.06,1.35
683,2016-10-13,236500,237000,230500,230500,299144,9.52,15.06,1.35
684,2016-10-14,231000,235500,230000,232500,256461,9.52,15.06,1.35
685,2016-10-17,234000,240000,232500,240000,283643,9.52,15.06,1.35
686,2016-10-18,240500,245500,240000,245000,419090,9.52,15.06,1.35
687,2016-10-19,242500,249500,242000,244500,415140,9.52,15.06,1.35
688,2016-10-20,248500,253000,248000,251000,403226,9.52,15.06,1.35
689,2016-10-21,252000,252500,249500,250500,203091,9.52,15.06,1.35
690,2016-10-24,252000,254500,250500,251000,211346,9.52,15.06,1.35
691,2016-10-25,252500,253000,246000,248500,297371,9.52,15.06,1.35
692,2016-10-26,246000,246500,239500,242000,291821,9.52,15.06,1.35
693,2016-10-27,242500,247000,242500,245500,166754,9.52,15.06,1.35
694,2016-10-28,243000,245000,240000,241500,195127,9.52,15.06,1.35
695,2016-10-31,240500,246500,240500,246500,188980,9.52,15.06,1.35
696,2016-11-01,245500,246000,240500,244500,149572,9.52,15.06,1.35
697,2016-11-02,243500,244500,241000,243000,133183,9.52,15.06,1.35
698,2016-11-03,243500,245500,242000,245000,170120,9.52,15.06,1.35
699,2016-11-04,243500,245000,242500,244500,104504,9.52,15.06,1.35
700,2016-11-07,245500,250000,245000,250000,228503,9.52,15.06,1.35
701,2016-11-08,253500,254500,250000,252500,185393,9.52,15.06,1.35
702,2016-11-09,254000,255000,237500,242000,472018,9.52,15.06,1.35
703,2016-11-10,247000,247500,240000,241000,404141,9.52,15.06,1.35
704,2016-11-11,240000,243000,235500,236500,297575,9.52,15.06,1.35
705,2016-11-14,236500,237000,233000,235500,240941,9.52,15.06,1.35
706,2016-11-15,234500,241500,233000,240500,233269,9.52,15.06,1.35
707,2016-11-16,243000,243000,238000,238000,152133,9.52,15.06,1.35
708,2016-11-17,238000,240000,236000,239500,95003,9.52,15.06,1.35
709,2016-11-18,239000,239500,233500,233500,181603,9.52,15.06,1.35
710,2016-11-21,232000,234500,230500,230500,186522,9.52,15.06,1.35
711,2016-11-22,232500,234000,230500,232500,180910,9.52,15.06,1.35
712,2016-11-23,232500,236500,232000,234500,172925,9.52,15.06,1.35
713,2016-11-24,231000,232000,218000,219500,808712,9.52,15.06,1.35
714,2016-11-25,218500,223000,215500,222500,249375,9.52,15.06,1.35
715,2016-11-28,223000,226500,222000,224500,280516,9.52,15.06,1.35
716,2016-11-29,224500,226500,224500,226000,148283,9.52,15.06,1.35
717,2016-11-30,227000,229500,224500,226500,209854,9.52,15.06,1.35
718,2016-12-01,230000,231000,227000,229500,182583,9.52,15.06,1.35
719,2016-12-02,230500,233500,229500,231500,184880,9.52,15.06,1.35
